tenure,monthly_charges,total_charges,num_products,contract_type,payment_method,internet_service,online_security,tech_support,paperless_billing,senior_citizen,gender,partner,dependents,phone_service,multiple_lines,streaming_tv,streaming_movies,device_protection,online_backup,charges_per_tenure,value_score,churn
0.03395530434486557,-0.2410399853717277,0.5379282584045583,-0.44846614516495326,0,2,1,1,0,1,-0.43513616535254396,1,0,1,1,2,0,2,0,0,-0.2911990807402073,0.18878337177681126,0
-0.6441820149534478,1.1830239584979632,1.35610665065285,0.4459617470667049,0,3,0,0,2,1,-0.43513616535254396,0,1,0,1,0,0,0,0,0,-0.016362728918274273,-0.04181090171116266,1
0.4699007238937813,1.046350173016115,-0.9688408241050418,0.4459617470667049,1,2,1,0,1,1,-0.43513616535254396,0,0,0,1,2,0,0,1,1,-0.2449788697458722,-0.8789232998525746,0
1.5839834627410103,-1.6553165481838952,-1.6646193535558769,-0.44846614516495326,0,1,1,0,0,0,-0.43513616535254396,1,1,1,1,0,0,1,0,0,-0.425638360503536,-1.07172776507893,0
-0.7894971548030864,0.3598353016955277,-0.9727833754209736,-1.3428940373966114,0,3,1,2,0,0,-0.43513616535254396,1,1,0,1,0,2,1,2,0,-0.06593572734541855,-0.8114288271291107,0
-1.031689054552484,-0.2833354535131692,-0.853960215836988,0.4459617470667049,0,2,0,0,0,0,-0.43513616535254396,0,1,0,1,1,2,0,0,2,-0.05609742556571094,-0.6347277249733294,0
-0.9832506746026045,1.4944724057213048,0.7561415871888701,0.4459617470667049,0,0,0,0,0,1,2.29813120495238,1,0,0,1,2,0,2,2,2,0.23106721569065525,-0.3317451723471765,0
1.5839834627410103,-0.29696787712900574,0.2867283430642404,0.4459617470667049,0,3,1,0,1,0,-0.43513616535254396,0,1,0,1,0,0,0,0,1,-0.3703223788556393,0.06944729059040279,0
1.535545082791131,0.06411657402892051,0.9388934746064101,-0.44846614516495326,1,2,1,0,2,0,-0.43513616535254396,1,1,1,1,2,0,2,2,1,-0.35412854191344995,0.23623293259291656,0
-0.8379355347529659,-1.1876195533636578,-0.22697404193477622,-1.3428940373966114,0,2,1,0,1,1,-0.43513616535254396,0,0,1,1,2,0,0,1,0,-0.2742097931411259,0.3970685874457365,0
-0.3051133553042911,0.1577957927223609,-0.9653588109886784,-0.44846614516495326,0,3,2,0,0,0,-0.43513616535254396,1,0,0,1,0,1,0,2,0,-0.2151799824628802,-0.7804602100570539,1
-0.06292145555489348,-0.8198936650595551,0.9559721248483508,-1.3428940373966114,0,2,1,2,2,1,-0.43513616535254396,1,0,0,1,2,2,0,2,0,-0.32820235589127794,1.0055398046691437,1
-1.6129496139510384,0.7541269385843377,0.6568934531342056,0.4459617470667049,1,1,1,2,0,1,-0.43513616535254396,1,0,0,0,2,0,2,2,2,2.5188202395605632,-0.18103884481569155,0
-0.40199011520405015,1.517892210394665,0.14124992114448398,-1.3428940373966114,0,2,1,0,2,0,-0.43513616535254396,0,1,1,1,2,0,2,0,0,-0.06142465434017589,-0.5419812883065361,1
-1.128565814452243,-1.1795799189235492,1.2236179884181182,1.3403896392983632,0,2,0,0,2,0,-0.43513616535254396,0,0,0,1,0,1,0,1,0,-0.18815455909207698,1.8938614903790412,0
1.2449148030918538,-1.7000588615897174,-1.3913695578754728,-1.3428940373966114,0,0,1,2,0,1,-0.43513616535254396,0,1,0,1,2,1,2,2,2,-0.4241368309434226,-0.5875863924400171,0
0.2761472040942632,-0.7842396340642902,-1.44268298231711,0.4459617470667049,0,1,1,0,1,1,2.29813120495238,0,1,0,1,0,0,0,2,0,-0.3472662579849734,-0.9434716640415547,0
-1.6129496139510384,-0.9569169998648862,-0.42880598391948455,-1.3428940373966114,2,0,2,0,0,0,-0.43513616535254396,0,0,1,0,0,2,2,0,2,0.916208352317008,-0.02133474461858885,0
-1.0801274345023635,-0.6147082121750415,1.0094892460953997,0.4459617470667049,0,0,1,1,0,0,-0.43513616535254396,1,0,0,1,2,2,0,2,1,-0.09397734290055862,0.8026196166330851,0
-1.031689054552484,1.5944435122374399,0.04760571920045628,1.3403896392983632,1,2,1,0,2,1,-0.43513616535254396,1,0,0,1,1,2,0,1,0,0.29565869530343636,-0.5844042410493759,0
0.13083206424462462,1.2718094866626422,0.16204300565023397,-0.44846614516495326,0,3,1,1,0,1,-0.43513616535254396,1,1,0,1,0,0,1,2,2,-0.1906981876080132,-0.4935674475302933,0
-1.4676344741013998,1.0096474940504014,1.4076008470980563,-0.44846614516495326,0,0,1,0,1,1,-0.43513616535254396,1,1,1,1,0,1,2,0,1,1.1506251268351666,0.03399344624039531,0
-0.15979821545465253,-1.35050953810673,0.037710604052719095,-0.44846614516495326,1,2,1,0,0,0,2.29813120495238,0,1,0,1,0,2,0,0,1,-0.36558352317804144,0.9439714329149247,0
-0.15979821545465253,1.2529338231945606,0.4380861591953104,0.4459617470667049,1,2,1,1,1,0,-0.43513616535254396,0,1,0,1,2,0,1,0,1,-0.14390549669108818,-0.3913959557874937,1
-1.5160728540512793,-0.6203010013507692,0.2573012433404128,-0.44846614516495326,0,2,1,2,2,0,2.29813120495238,1,1,1,1,0,0,1,2,2,0.5561363291116023,0.2651427685762276,1
0.7120926236431789,1.3759751850605726,1.3089768068652368,1.3403896392983632,1,1,1,0,0,0,-0.43513616535254396,1,1,0,1,0,2,2,0,2,-0.24759428357950128,-0.1145881552052475,1
-1.5160728540512793,-0.6622469201687278,-1.0403189351352604,-0.44846614516495326,0,1,1,0,2,0,-0.43513616535254396,0,0,1,1,2,0,0,0,2,0.5325636925678768,-0.6609230515946468,1
-0.5473052550536888,0.5961306443700274,-0.7932896881629974,-1.3428940373966114,2,1,1,1,2,0,-0.43513616535254396,0,0,0,1,2,1,0,0,0,-0.11756962330807046,-0.7606438435218188,0
-0.111359835504773,-1.4494319966524154,-1.4125973560088527,0.4459617470667049,0,2,1,1,0,0,-0.43513616535254396,0,0,0,1,0,2,2,0,0,-0.3764445489355429,-0.7586812354890565,0
1.2933531830417333,-0.6440703553476123,-0.49176629030534824,-1.3428940373966114,1,2,1,0,0,1,-0.43513616535254396,0,0,1,1,0,2,0,0,0,-0.3775583431731073,-0.2644332751281916,0
-1.4191960941515203,-1.123652027166271,1.581632637391057,0.4459617470667049,0,3,1,2,0,0,-0.43513616535254396,1,0,0,1,0,2,2,1,0,0.06464685717492713,2.121953949378817,1
-0.014483075605013954,1.518940858365114,0.198343745605004,-0.44846614516495326,2,0,0,0,0,0,-0.43513616535254396,1,1,0,1,2,0,0,1,0,-0.1492257097999151,-0.5230843835038604,0
-0.5957436350035683,1.3993949897339324,0.9735070091945368,-0.44846614516495326,2,2,1,1,2,1,-0.43513616535254396,1,1,0,1,0,0,2,2,2,-0.00938595447021064,-0.2364250040135159,0
0.22770882414438368,0.8460584106603631,1.199975592808496,-1.3428940373966114,0,1,0,0,0,1,-0.43513616535254396,0,0,0,1,2,0,0,1,0,-0.23286185546381896,0.00985610433470976,0
-0.7894971548030864,-1.6979615656488198,-0.36252722003953386,-1.3428940373966114,2,2,1,0,2,0,-0.43513616535254396,0,1,0,1,0,0,0,0,1,-0.35504429262231774,1.208325617107937,0
-1.3223193342517612,-0.9635584370110629,-0.13447042525136182,0.4459617470667049,1,3,0,2,2,0,-0.43513616535254396,1,0,1,1,2,2,0,2,0,-0.001269219086231018,0.24525085166316318,0
0.4699007238937813,-1.687125536620847,1.1070544788787438,-1.3428940373966114,2,2,1,2,0,1,-0.43513616535254396,1,0,0,1,1,2,1,0,2,-0.411951711930594,3.7064047486656384,0
-0.3051133553042911,1.1183573336536106,0.09202398293453568,-1.3428940373966114,0,3,1,0,1,1,2.29813120495238,1,1,1,1,0,0,2,0,0,-0.12521108632099479,-0.49081269565442637,0
0.7605310035930585,-1.1732880311008553,0.20483862544751627,0.4459617470667049,0,2,1,0,0,1,-0.43513616535254396,1,1,0,1,0,2,1,0,1,-0.3893719445891179,0.8259482897674421,0
-1.5645112340011589,1.7601298915683756,-0.03458528508888304,1.3403896392983632,0,1,1,0,2,1,-0.43513616535254396,1,0,0,1,2,2,1,0,0,2.4815787477987747,-0.6330248073571494,0
-1.3223193342517612,1.7258740578670426,-1.2069907224258123,0.4459617470667049,0,2,0,0,0,1,2.29813120495238,0,0,0,1,0,2,0,0,2,0.8383968252073959,-1.0007296463069264,1
-0.934812294652725,1.4273589356125718,-1.0845951637236788,-1.3428940373966114,0,1,1,0,2,1,-0.43513616535254396,1,1,0,1,0,0,0,2,2,0.17950568425562843,-0.9463930325089506,1
-1.225442574352002,-1.155810564926706,0.009135715202859109,0.4459617470667049,0,2,0,0,0,1,-0.43513616535254396,1,1,0,1,2,0,2,0,2,-0.13322042532846515,0.5996936632943815,0
-1.3223193342517612,-1.4253130933320894,-0.057052662675306884,1.3403896392983632,2,3,1,0,1,1,2.29813120495238,1,0,1,1,0,0,0,2,0,-0.14543335276336664,0.974805007951243,0
0.0823936842947451,-0.5157857536293559,1.5122118839252654,-0.44846614516495326,0,0,0,2,1,0,-0.43513616535254396,0,1,0,1,0,0,1,0,0,-0.31587546211972833,1.0461435269594148,0
-0.111359835504773,-1.1614033541024338,0.7353054617298893,-0.44846614516495326,1,0,1,0,2,0,-0.43513616535254396,1,0,0,0,1,2,2,1,2,-0.35264080811197707,1.350937672319802,0
-0.7894971548030864,1.2560797671059076,-0.22993095542172506,-1.3428940373966114,0,0,2,1,0,0,-0.43513616535254396,0,0,0,1,2,1,0,2,1,0.059981439525648106,-0.6308524202465583,0
-0.5957436350035683,0.48986765003119903,-0.3493093433023868,0.4459617470667049,0,2,1,0,0,0,-0.43513616535254396,1,1,0,1,0,0,1,1,0,-0.11587206607919245,-0.546150257845956,1
0.5667774837935403,-0.25886700086936026,-0.97398421801611,-1.3428940373966114,0,0,1,2,2,1,-0.43513616535254396,0,1,0,1,0,0,0,0,0,-0.3302152672905847,-0.7130771876687162,0
-1.3223193342517612,0.750631445349508,-1.690620393402541,-1.3428940373966114,0,0,1,2,0,1,-0.43513616535254396,0,0,1,1,2,2,0,0,0,0.5339169365176093,-1.1513565920994324,1
1.2933531830417333,1.3483607885054163,-1.6994911338633878,1.3403896392983632,0,2,1,0,0,1,-0.43513616535254396,0,1,0,1,0,2,1,0,2,-0.2886932450916027,-1.1563689209330184,0
0.2761472040942632,1.6189119648812484,-1.0061573305560563,-0.44846614516495326,1,0,1,0,1,0,-0.43513616535254396,0,1,1,1,0,0,0,2,0,-0.18649058711383026,-0.9310530102736237,0
-1.4676344741013998,0.6321342246887751,-0.5967087424724341,0.4459617470667049,0,3,0,2,2,0,-0.43513616535254396,0,0,0,1,2,2,0,0,0,0.973830352757226,-0.6808750619368465,1
-0.35355173525417066,0.5908874045177824,-1.3987467772592144,-1.3428940373966114,0,0,0,0,0,1,2.29813120495238,0,0,1,1,0,1,2,1,0,-0.16488153055039942,-1.0236127467772107,0
0.0823936842947451,0.9677015752324429,-0.23617189364017616,1.3403896392983632,0,2,1,2,0,1,2.29813120495238,0,0,0,1,0,2,0,1,0,-0.2061799911859885,-0.5884250547013115,0
-0.5957436350035683,0.8942962173010158,-0.511203584784331,0.4459617470667049,0,1,1,0,0,0,-0.43513616535254396,1,0,0,0,2,0,2,0,0,-0.06852216941063284,-0.684759780734961,0
-0.014483075605013954,0.9240079097970695,-1.5907653819073235,-1.3428940373966114,1,1,1,1,0,1,-0.43513616535254396,0,1,0,1,2,2,0,0,0,-0.19566162113952232,-1.1127816068166199,0
-0.4988668751038092,-1.625604855687841,-0.9767388390228747,1.3403896392983632,1,3,2,0,1,1,2.29813120495238,0,0,0,1,0,0,0,2,0,-0.3707291623225658,0.02231433976800227,0
-0.5473052550536888,-1.5504517511389988,0.11540813282477341,-0.44846614516495326,0,2,0,0,0,0,-0.43513616535254396,1,1,1,1,0,2,2,2,0,-0.3588355583331002,1.5220247356150818,1
0.9058461434426971,1.5004147442205158,-0.7132679479164852,0.4459617470667049,0,0,1,1,0,0,-0.43513616535254396,0,0,0,1,0,0,1,2,0,-0.2564588835013812,-0.8258532959823135,0
-1.5645112340011589,0.26475788570815517,1.0740592841320915,0.4459617470667049,2,0,1,1,1,0,-0.43513616535254396,1,1,0,1,2,0,0,1,0,1.4311231318190105,0.1989883617206702,0
0.0823936842947451,0.6419216057462989,1.628736656606732,-1.3428940373966114,1,3,1,0,2,1,-0.43513616535254396,0,1,0,1,0,2,2,1,1,-0.23026957151356756,0.27077285570350196,0
0.8574077634928176,1.7167857754564853,0.22965173498501304,1.3403896392983632,0,0,0,2,2,0,-0.43513616535254396,0,0,1,1,2,0,0,0,0,-0.24148820892649472,-0.5434813263035333,0
1.2933531830417333,0.775798996640283,-1.3349945173339057,0.4459617470667049,0,0,0,1,0,1,-0.43513616535254396,0,0,0,1,0,0,1,1,0,-0.31423026801397197,-1.0054409534218098,0
0.03395530434486557,1.4633625159313195,-1.4669580799392232,-1.3428940373966114,1,2,0,0,2,0,-0.43513616535254396,0,0,0,1,2,2,2,2,2,-0.16176194584470596,-1.0778485001937106,0
-1.3707577142016407,-1.2792014761162007,1.6329718864046328,1.3403896392983632,0,1,0,0,1,0,-0.43513616535254396,1,0,1,1,2,2,2,0,0,-0.055180711922343854,2.6133703827052703,1
-0.6926203949033273,0.3095001991139776,1.4642427415496535,0.4459617470667049,0,2,1,0,2,1,-0.43513616535254396,0,1,0,1,2,2,0,0,2,-0.1079066281309418,0.3641512632161767,1
1.0995996632422151,-0.4476236355501734,-0.8360939161509255,-1.3428940373966114,0,3,0,2,0,0,-0.43513616535254396,0,1,0,1,2,0,0,0,0,-0.36282359562859096,-0.5797083633503742,0
0.808969383542938,1.1354852505042767,-1.3017755096304535,-1.3428940373966114,1,2,0,2,1,0,-0.43513616535254396,1,1,0,1,2,1,0,2,0,-0.26824250621732126,-1.0089956718062971,0
-1.4676344741013998,1.7035029011641314,-0.7079997352410476,-1.3428940373966114,2,1,1,0,0,0,2.29813120495238,1,0,0,1,0,2,0,2,1,1.4755673736358261,-0.8406541378601297,1
-1.2738809543018816,1.3071139683344235,-0.022322917513457316,-0.44846614516495326,0,2,2,1,1,1,-0.43513616535254396,1,0,0,1,0,0,1,0,0,0.5912006259703938,-0.5648637528896192,1
-0.20823659540453207,1.6612074330226902,-1.2533845659131808,0.4459617470667049,1,1,0,1,0,1,2.29813120495238,1,1,0,1,0,0,0,2,1,-0.09827443810384187,-1.0131268268606703,0
-0.35355173525417066,-0.3462543317401071,-0.6438773231179551,-0.44846614516495326,1,1,0,2,2,1,-0.43513616535254396,0,0,0,1,0,0,2,2,2,-0.25568359746667507,-0.48688256657104756,0
1.1964764231419742,1.639884924290228,1.5467909857508075,1.3403896392983632,1,0,1,2,0,1,-0.43513616535254396,1,1,0,1,0,2,1,1,1,-0.26974966996994293,-0.10509498054544936,0
1.6324218426908899,-0.288578693365414,-1.367481828832436,-1.3428940373966114,0,3,0,2,2,1,-0.43513616535254396,0,0,1,1,0,0,1,0,1,-0.3712224175835769,-0.9477369018073977,0
-1.225442574352002,0.2661560830020873,-0.6878565691290816,-1.3428940373966114,1,0,2,0,2,1,-0.43513616535254396,1,1,1,0,0,2,2,2,2,0.23001247414075854,-0.6604486557308586,0
-0.934812294652725,0.7593701784365826,0.03977226571246947,-0.44846614516495326,1,2,1,0,0,1,-0.43513616535254396,0,1,1,0,2,2,1,0,0,0.06909561456185567,-0.4373077993761034,0
1.3417915629916128,-1.4833382810302653,0.30766346271565165,-1.3428940373966114,1,0,1,0,0,0,2.29813120495238,1,1,0,1,0,0,2,2,0,-0.4156456124034785,1.5989951551332235,0
1.1480380431920947,-0.03270858857586738,1.08834457650936,1.3403896392983632,1,2,1,1,2,1,-0.43513616535254396,0,0,0,1,2,1,1,1,0,-0.3449604425452796,0.37393740838379147,0
1.6324218426908899,-1.2893384064972073,1.2747721613328016,1.3403896392983632,0,3,1,2,0,0,-0.43513616535254396,1,0,1,1,2,1,0,2,0,-0.4113941190268423,2.239158673780005,1
-1.1770041944021226,0.7520296426434396,0.534020139851211,0.4459617470667049,0,3,1,2,2,0,-0.43513616535254396,0,0,0,1,0,1,1,2,2,0.2865406685292314,-0.2312190226949869,0
0.808969383542938,0.5251721317029809,-0.356109813912837,1.3403896392983632,0,3,0,2,0,1,2.29813120495238,1,0,0,1,2,0,2,2,0,-0.3005992856240387,-0.556484116340822,1
-0.20823659540453207,-1.5518499484329307,0.8215035787650068,0.4459617470667049,0,2,0,1,0,1,-0.43513616535254396,0,0,0,1,0,2,2,0,2,-0.3804094317365556,2.560854823888476,0
-0.35355173525417066,0.8708764126276556,1.618492909737826,-1.3428940373966114,2,0,0,2,2,0,-0.43513616535254396,0,0,1,1,0,1,0,1,1,-0.13775267728671536,0.16803180084025943,0
-1.661387993900918,-1.40783562715794,1.3853486742777856,-1.3428940373966114,0,0,1,0,2,1,-0.43513616535254396,1,0,1,1,0,0,1,0,0,0.9692467845403903,2.7629666306025253,1
-1.031689054552484,-1.0956880812876322,-1.639931062782749,1.3403896392983632,0,1,0,0,0,0,-0.43513616535254396,0,0,0,1,2,0,0,0,2,-0.20827189036464952,-1.08539702419227,0
-1.0801274345023635,-1.2998248862016968,0.5973721189114745,-1.3428940373966114,0,2,0,2,1,1,-0.43513616535254396,1,1,1,1,1,0,0,0,0,-0.23148438940562358,1.4933597320160912,1
1.729298602590649,1.473848995635809,-0.8619615290425746,-1.3428940373966114,0,2,0,1,0,1,-0.43513616535254396,1,1,0,1,2,2,0,1,0,-0.3048214808749916,-0.8737821963964273,0
-0.40199011520405015,1.6259029513509082,-1.3341982596991377,-1.3428940373966114,0,0,0,0,2,1,-0.43513616535254396,1,1,0,1,0,1,1,2,0,-0.050585450929445025,-1.038099289192298,0
-0.014483075605013954,-0.9341962938384918,-1.6432495202768358,1.3403896392983632,1,1,0,2,0,0,-0.43513616535254396,1,0,0,1,2,1,2,0,0,-0.3406988154293885,-1.0965740134373216,0
1.3902299429414924,-0.821291862353487,0.41122430028403195,0.4459617470667049,2,3,2,0,2,0,-0.43513616535254396,0,0,0,1,2,0,1,2,1,-0.3876606618400301,0.5654724941539905,0
-0.5957436350035683,1.2567788657528736,1.6061875012091698,-1.3428940373966114,0,1,0,0,0,0,-0.43513616535254396,1,1,1,1,0,2,0,0,2,-0.02608323868868281,0.02529839832418192,1
0.17927044419450416,1.547953452214202,0.7688343642966027,1.3403896392983632,0,2,0,0,1,1,-0.43513616535254396,0,0,0,1,2,0,2,0,0,-0.17795486058758045,-0.3386438954732355,0
0.37302396399402227,-0.9009891081076081,-1.4112286536961165,-0.44846614516495326,2,0,0,2,2,0,-0.43513616535254396,1,1,0,1,0,0,1,2,2,-0.35970524575709983,-0.9001435251078191,0
-0.06292145555489348,-0.13652473765031461,1.3615168984739485,0.4459617470667049,2,3,2,0,2,1,-0.43513616535254396,1,1,1,1,0,1,0,2,0,-0.27333985060201227,0.5989348872215539,0
1.6324218426908899,0.17841920280785728,-1.1735435976702375,0.4459617470667049,1,0,1,0,1,0,-0.43513616535254396,1,0,1,0,1,0,2,2,1,-0.35247655899880476,-0.8883009625159441,0
-0.6926203949033273,0.2514750114158018,-1.4878028135888497,-1.3428940373966114,2,3,2,0,2,1,-0.43513616535254396,1,0,0,1,2,0,1,0,1,-0.11531772219582516,-1.049719714105094,1
0.5667774837935403,-1.5703760625775292,0.21569785794762097,1.3403896392983632,0,1,0,2,0,0,-0.43513616535254396,1,1,0,1,0,0,1,0,0,-0.40699003492257935,1.7323442679498775,0
-0.5957436350035683,0.3710208800469836,-0.9343693246625764,-0.44846614516495326,0,0,1,2,2,1,-0.43513616535254396,1,0,0,1,0,2,2,0,1,-0.12978646959458592,-0.794792667582599,1
-0.6926203949033273,-0.9708989728042057,1.4470048397807593,-1.3428940373966114,0,1,1,2,2,0,-0.43513616535254396,1,1,1,1,0,2,2,2,2,-0.271441794153037,1.6642388174359388,1
-0.4504284951539297,0.6625450158317947,-0.9904818153894362,0.4459617470667049,1,2,0,0,0,1,-0.43513616535254396,1,1,0,1,0,1,2,1,2,-0.1357933084977999,-0.8531200413602575,0
0.2761472040942632,0.0707580111750972,-0.6475659328098259,-0.44846614516495326,1,1,1,1,0,1,-0.43513616535254396,1,1,0,1,0,0,0,2,2,-0.2900651974830365,-0.6004157662581541,0
1.1964764231419742,1.609823682470691,-0.6476132778583797,-0.44846614516495326,1,3,0,0,2,0,-0.43513616535254396,0,0,0,1,2,0,2,1,2,-0.2711344013516099,-0.8135077383378084,1
-0.35355173525417066,1.107521304625638,1.0843460719542284,-1.3428940373966114,0,0,1,0,1,0,-0.43513616535254396,1,1,1,1,2,2,0,0,0,-0.11482354662564911,-0.11925267520205197,1
-0.014483075605013954,-1.0845025029361766,-0.6019812592431946,-1.3428940373966114,1,1,1,0,2,1,-0.43513616535254396,1,1,1,1,2,2,0,0,0,-0.35243056741295553,-0.08263316430761451,0
-0.7894971548030864,0.11025708472867463,1.3270626154127758,-1.3428940373966114,1,0,1,1,0,1,-0.43513616535254396,0,1,0,1,0,2,0,2,2,-0.10100002420421014,0.41175727660614536,0
-0.40199011520405015,-0.5409533049201309,-0.8808435952248814,-0.44846614516495326,0,2,0,1,0,0,-0.43513616535254396,0,1,1,1,2,0,1,0,2,-0.26803600737967404,-0.5822754357108508,0
-1.4191960941515203,-0.8268846515292149,-0.8262246255751268,-0.44846614516495326,1,2,1,1,1,1,-0.43513616535254396,0,1,0,1,1,0,0,0,0,0.1837728597083966,-0.43590715633331173,0
0.4214623439439018,0.2888767890284812,0.2439456355529276,1.3403896392983632,1,0,1,0,1,0,-0.43513616535254396,1,1,0,1,0,0,2,0,0,-0.2875676205159037,-0.21421730028379884,1
-1.1770041944021226,1.0938888810098013,-0.8365157174925865,1.3403896392983632,0,1,2,1,1,1,-0.43513616535254396,0,0,0,1,0,0,2,2,2,0.3665894134589657,-0.8332695559433538,1
0.3245855840441427,1.4472832470511017,1.3081805492304686,-0.44846614516495326,0,2,2,2,0,0,2.29813120495238,0,1,0,0,2,2,2,0,0,-0.20399440095564922,-0.13401321902703714,0
-1.225442574352002,-1.5245851012012577,1.5838277260058227,-0.44846614516495326,1,0,2,1,1,1,-0.43513616535254396,0,1,1,1,2,2,1,1,2,-0.22742168121342848,3.5364986209153817,0
-0.4504284951539297,-0.8066107907672014,0.18921475942477312,0.4459617470667049,0,3,1,0,1,1,2.29813120495238,0,0,0,1,2,2,0,2,0,-0.28868804830224126,0.3715985113979398,0
-1.5160728540512793,1.5671786650057666,-1.160919686087674,-1.3428940373966114,1,3,1,0,0,0,-0.43513616535254396,1,0,1,1,0,2,2,1,1,1.7854493248668835,-0.9791128198057392,0
-0.15979821545465253,0.5429991472006129,1.1005639031315548,-0.44846614516495326,0,2,0,2,0,1,-0.43513616535254396,0,1,1,1,1,0,0,2,0,-0.2043550229793538,0.08437837761713678,0
-0.8863739147028454,-0.45950831254859487,1.5238415494882,0.4459617470667049,2,0,0,0,0,0,-0.43513616535254396,0,1,1,0,2,0,1,1,2,-0.15039888499827175,0.9916408187361577,0
